cardid	name	type	faction	setcode	setname	no	rules	rarity	def	cost	strikecost	atk	dmgtype	health	all_classes	DeathKnight	Druid	Hunter	Mage	Paladin	Priest	Rogue	Shaman	Warlock	Warrior	instant	race	class	class2	subtype	subtype2	subtype3	subtype4	profession	profession2	block	image	reprinted	classdeck	version	artist	flavour	original	released
7309	Chipper Ironbane	Ally	Alliance	ARC	Archive	160	X, Destroy "Chipper" Ironbane -> Destroy target ability or equipment with cost X.	c		2		3	Melee	1	None												Dwarf	Warrior								1	chipper_ironbane	Through the Dark Portal,Through the Dark Portal (EA)		97	E. M. Gist	"I never let a little thing like armor slow me down."	1460	1
7308	Bloodsoul	Ally	Horde	ARC	Archive	177	Bloodsoul can attack only heroes.	c		1		2	Shadow	3	None												Orc	Warlock								4	bloodsoul	March of the Legion,Class Starter Deck 2010,Archive (EA)	CD1	97	William O'Connor	"Doom comes for you, and it takes pleasure in your resistance."	1395	1
7307	Bloody Ritual	Ability	Neutral	ARC	Archive	92	As an additional cost to play, put 4 damage on your hero.;Draw four cards.	c		4														x	x					Affliction	Protection					3	bloody_ritual	Drums Of War		97	Dave Allsop		132	1
7306	Blood Knight Kyria	Ally	Horde	ARC	Archive	147	<b>Protector</b>; When you play an ability, Kyria heals 4 damage from target hero or ally.	c		3		2	Holy	3	None												Blood Elf	Paladin								2	blood_knight_kyria	Hunt For Illidan		97	Ralph Horsley	"Death to all who oppose the blood elves!"	1390	1
7305	Blessing of Freedom	Ability	Neutral	ARC	Archive	55	Attach to target hero or ally in your party.; <b>Ongoing:</b> Attached character is <b>Untargetable</b>.; At end of turn, destroy Blessing of Freedom.	c		1										x						Instant				Protection	Blessing					1	blessing_of_freedom	Through the Dark Portal		97	JonBoy Meyers	Those who walk the path of the righteous ned not fear restraint.	99	1
7304	Banish to the Nether	Ability	Neutral	ARC	Archive	108	Remove target ability, ally, or equipment from game.; <b>Ongoing:</b> When Banish to the Nether leaves play, the owner of that removed card puts that card into play.	c		3														x						Destruction						2	banish_to_the_nether	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Brandon Kitkouski	Those who enter the Nether rarely return.	67	1
7303	Apprentice Teep	Ally	Alliance	ARC	Archive	176	<b>Elusive</b> <i>(Can't be Attacked)</i>	c		1		2	Frost	1	None												Gnome	Mage								5	apprentice_teep	Heroes of Azeroth,Class Starter Deck 2010,Heroes of Azeroth (EA),Class Starter Deck 2011 (Spring)	CD1, CD2	97	Miguel Coimbra		1310	1
7302	Apprentice Merry	Ally	Alliance	ARC	Archive	153	<b>Untargetable</b>	c		1		2	Frost	1	None												Gnome	Mage								1	apprentice_merry	Through the Dark Portal		97	Randy Gallegos	For some reason Merry never made much of a first impression - or much of any impression at all.	1309	1
7301	Akama's Promise	Quest	Neutral	ARC	Archive	236	<b>Loyal Hero Required</b>; <i>(Can't put this into your deck if your hero is a Traitor.)</i>; Pay 1 for each card in your hand to complete this quest.;<b>Reward:</b> Draw a card.	c		1					None																					2	akamas_promise	Hunt For Illidan,Hunt For Illidan (EA)		0	Scott Altmann	"Take this as my promise to you that when the time comes and you face Illidan, I will be on your side."	3450	1
7300	A Question of Gluttony	Quest	Neutral	ARC	Archive	193	You pay 1 less to complete this quest for each card in your hand.; Pay 7 to complete this card.;<b>Reward:</b> Draw a card.	c		1					None																					3	a_question_of_gluttony	Blood Of Gladiators,Archive (EA)		0	Scott Altmann		3441	1
7299	A Final Blow	Quest	Neutral	ARC	Archive	300	If you played an equipment this turn, pay 1 to complete this quest.;<b>Reward:</b> Draw a card.	c		1					None																					2	a_final_blow	March of the Legion		0			3436	1
7298	Xela the Tormentor	Ally	Horde	ARC	Archive	171	When Xela enters play, you may put a Pet card from your graveyard into play if its cost is less than or equal to the number of resources you have.	r		6		3	Shadow	3	None												Blood Elf	Warlock								2	xela_the_tormentor	Hunt For Illidan		97	Jonboy Meyers	"It will not be I who fights you."	2463	1
7297	Wraith Scythe	Equipment	Neutral	ARC	Archive	339	When your hero deals combat damage, it heals that amount of damage from itself.	r		4	2	2	Melee					x		x			x		x					1H Weapon	Melee (1)	Axe				1	wraith_scythe	Heroes of Azeroth,Archive (EA)		0	Matthew Bradbury		3112	1
7296	Water Elemental	Ally	Neutral	ARC	Archive	54	<b>Frost Hero Required</b>; [Exhaust] -> Water Elemental deals 1 frost damage to each opposing hero and ally. A character dealt damage this way can't attack this turn.	r		3		3	Frost	4					x											Frost	Talent	Pet (1)				2	water_elemental	Hunt For Illidan,Hunt For Illidan (EA)		97	John Avon		2436	1
7295	Voidfire Wand	Equipment	Neutral	ARC	Archive	242	When combat damage is dealt with Voidfire Wand to a hero, the next time that hero's controller would draw a card, he skips drawing it instead.	r		4	1	1	Frost						x		x			x						Weapon	Wand (1)	Wand				2	voidfire_wand	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Raven Mimura		3085	1
7294	Varimathras	Ally	Horde	ARC	Archive	207	At the end of your turn, Varimathras deals 5 shadow damage to target opposing heor or ally. When that character is destroyed this turn, its controller discards a card.	e		9		9	Shadow	7	None												Demon			Unique						2	varimathras	March of the Legion,Archive (EA)		97	Andrew Robinson	"I'm always on the winning side."	2381	1
7293	Twig of the World Tree	Equipment	Neutral	ARC	Archive	338	Destroy one of your resources -> You pay 3 less the next time you strike with Twig of the World Tree this turn.	r		3	3	4	Melee				x			x					x					2H Weapon	Melee (1)	Mace				1	twig_of_the_world_tree	Heroes of Azeroth,Archive (EA)		97	Tyler Walpole	Great power pulses and hums beneath the bark of such a simple branch.	3062	1
7292	Totemic Mastery	Ability	Neutral	ARC	Archive	94	<b>Restoration Hero Required</b>; <b>Ongoing:</b> Your Totems have +3 health.	r		1													x			Instant				Restoration	Talent					2	totemic_mastery	Hunt For Illidan		97	Steve Ellis	"Strong tools make great craftsmen." - Ringleader Kuma	1156	1
7291	The Lich King	Master Hero	Neutral	ARC	Archive	16	<b>Scourge or [Death Knight] Hero Required</b>; At the start of each player's turn, put target ally from that player's graveyard into play under your control. Allies you control are also Scourge allies.	e		11		4	Frost	40	None															Scourge	Lich King					4	the_lich_king	Icecrown		0	Glenn Rane	"I will show you the justice of the grave...and the true meaning of fear."	3431	1
7290	The Bringer of Death	Equipment	Neutral	ARC	Archive	277	3, [Exhaust], Destroy The Bringer of Death -> Destroy all abilities, allies, and equipment. Use only on your turn.	r		5	5	1	Melee						x		x			x						2H Weapon	Melee (1)	Staff				2	the_bringer_of_death	March of the Legion,Archive (EA)		97			3026	1
7289	Thunderfury, Blessed Blade of the Windseeker	Equipment	Neutral	ARC	Archive	283	When you strike with Thunderfury, choose up to five heroes and/or allies. Your hero deals 5, 4, 3, 2, and 1 nature damage to them, respectively.	e		9	5	6	Melee					x		x		x			x					1H Weapon	Melee (1)	Sword				1	thunderfury_blessed_blade_of_the_windseeker	Through the Dark Portal,Through the Dark Portal (EA)		97	Ron Spencer	The fury of Thunderaan rages between the folded metal.	3044	1
7288	Terokk's Shadowstaff	Equipment	Neutral	ARC	Archive	240	2, Destroy Terokk's Shadowstaff -> Target opponent chooses an ally in his party, and you gain control of it.	r		3	4	1	Melee						x		x			x						2H Weapon	Melee (1)	Staff				2	terokks_shadowstaff	Servants of the Betrayer		97	Karl Richardson	Clutching this staff and gripped by madness, Talon King Ikiss proclaimed himself Terokk reborn.	3024	1
7287	Survival Instincts	Ability	Neutral	ARC	Archive	56	<b>Survival Hero Required</b>; <b>Ongoing:</b> Prevent the first 4 damage that would be dealt to your hero each turn.	r		3								x												Survival	Talent					2	survival_instincts	Servants of the Betrayer		97	Paolo Parente	"A hunter worth his weight in arrows knows to be prepared when the hunt turns on him." - Morn Walks-the-Path	1103	1
7286	Stronghold Gauntlets	Equipment	Neutral	ARC	Archive	300	Your weapons have +1 ATK and can't be targeted by opponents.	e	1	3										x					x					Armor	Hands (1)	Plate				1	stronghold_gauntlets	Heroes of Azeroth		97	Jon Hodgson	Hold onto your weapon as you would your own life.	3000	1
7285	Spirit Healer	Ability	Neutral	ARC	Archive	169	<b>Ongoing:</b> At the end of each player's turn, that player may put an ally card from his graveyard into play with damage on it equal to its health minus 1.	e		8					All	x	x	x	x	x	x	x	x	x	x											1	spirit_healer	Heroes of Azeroth,Heroes of Azeroth (EA)		97	Mark Gibbons	"It is not yet your time. I shall aid your journey back to the realm of the living."	1048	1
7284	Shadowburn	Ability	Neutral	ARC	Archive	113	<b>Destruction Hero Required</b>; As an additional cost to play Shadowburn, destroy one of your resources.; Your hero deals 4 shadow damage to target hero or ally. When that character is destroyed this turn, put the top card of your deck into your resource row face down and exhausted.	r		2														x		Instant				Destruction	Talent					1	shadowburn	Through the Dark Portal		97	Volkan Baga		991	1
7283	Seer's Signet	Equipment	Neutral	ARC	Archive	222	<b>Scryer Reputation</b>; Your hero has "Sabotage: Ability or equipment."; When your hero sabotages a card, destroy it.	r		6							x		x		x		x	x						Item	Ring (2)					2	seers_signet	Hunt For Illidan		97	Tom Baxa	"We work in the shadows and lies." - Spymaster Thalodien	2946	1
7282	Rapid Fire	Ability	Neutral	ARC	Archive	43	Whenever you strike with a Ranged weapon this turn, you may pay 1. If you do, ready that weapon and your hero.	r		2								x												Marksmanship						1	rapid_fire	Heroes of Azeroth		97	Alex Horley		877	1
7281	Pummel	Ability	Neutral	ARC	Archive	109	You may exhaust one of your Melee weapons rather than pay Pummel's cost.; Interrupt target ability card.	r		3															x	Instant				Fury						2	pummel	Hunt For Illidan		97	Mauro Cascioli	The first, best solution to anything.	854	1
7280	Predatory Gloves	Equipment	Neutral	ARC	Archive	203	When Predatory Gloves enters play, target opponent discards a card and you draw a card.	r	1	3							x					x								Armor	Hands (1)	Leather				1	predatory_gloves	Fires of Outland		97	Dany Orizio	In nature there is give and take. Predators take, even when the prey refuses to give.	2906	1
7279	Portal	Ability	Neutral	ARC	Archive	51	Search your deck for an ally card, reveal it, and put it into your hand.	r		2									x											Arcane						2	portal	March of the Legion		97	Sean O'Daniels	"The shortest distance between two points is one incantation." - Blaize Brightspark	817	1
7278	Overkill	Ability	Neutral	ARC	Archive	81	As an additional cost to play, remove up to five Finishing Move cards from your graveyard from the game.; Each opponent destroys that many of his equipment and discards that many cards, and your hero deals that much melee damage to each opposing hero and ally.	r		5												x								Finishing Move	Assassination					2	overkill	Hunt For Illidan		97	Chippy		781	1
7277	Ossus the Ancient	Ally	Alliance	ARC	Archive	114	<b>Draenei Hero Required;Inspiring Presence</b>; Prevent all combat damage that would be dealt.	r		6		5	Holy	5	None												Draenei	Paladin								3	ossus_the_ancient	Blood Of Gladiators,Blood Of Gladiators (EA)		97	Scott Altmann		2077	1
7276	Naliss the Silencer	Ally	Horde	ARC	Archive	140	<b>Blood Elf Hero Required</b>; Arcane Torrent; 1 -> Target opposing card in play loses and can't have powers this turn.	r		6		6	Arcane	7	None												Blood Elf	Mage								3	naliss_the_silencer	Blood Of Gladiators		97	rk post		2029	1
7275	Mortal Strike	Ability	Neutral	ARC	Archive	145	<b>Arms Hero Required</b>;.; Your hero deals X melee damage to target hero or ally, where X is 1 plus the ATK of one of your Melee weapons. That character can't be healed this turn.	r		2															x	Instant				Arms	Talent					1	mortal_strike	Heroes of Azeroth,Archive (EA)		97	Alex Garner		737	1
7274	Moonfire	Ability	Neutral	ARC	Archive	24	Attach to target hero or ally, and your hero deals 1 arcane damage to it.;<b>Ongoing:</b> At the start of your turn, if Moonfire is in play, your hero deals 1 arcane damage to attached character.;1 -> Put Moonfire into its owner's hand.	r		2							x									Instant				Balance						1	moonfire	Fires of Outland,Archive (EA)		97	Steve Tappin	In all <i>other</i> things, moderation.	732	1
7273	Marksman Glous	Ally	Neutral	ARC	Archive	191	<b>Aldor Reputation;Inspire</b>: Quest; When a quest is inspired this way, you pay 1 less to complete it this turn.	r		2		3	Ranged	2	None												Draenei	Hunter								2	marksman_glous	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Scott Altmann	"To do what needs to be done, you have to know where to do it."	1967	1
7272	Maiev Shadowsong	Ally	Neutral	ARC	Archive	202	<b>Loyal Hero Required</b>; <b>Elusive</b>, <b>Ferocity</b>, <b>Long-Range</b>, <b>Protector</b>, <b>Stealth</b>, <b>Untargetable</b>	e		8		5	Ranged	1	None												Night Elf			Unique	Warden					2	maiev_shadowsong	Hunt For Illidan,Archive (EA)		97	Samwise Didier	"My long hunt is finally over. Today, justice will be done!"	1952	1
7271	Lowdown Luppo Shadefizzle	Ally	Alliance	ARC	Archive	177	<b>Gnome Hero Required</b>; <b>Elusive</b>, <b>Stealth</b>, <b>Untargetable</b>	r		2		2	Melee	1	None												Gnome	Rogue								1	lowdown_luppo_shadefizzle	Through the Dark Portal,Through the Dark Portal (EA)		97	Malcolm Davis	"Lowdown" means more than just height.	1925	1
7270	Lightwarden's Band	Equipment	Neutral	ARC	Archive	219	<b>Aldor Reputation</b>; Your hero has "<b>Inspire</b>: Ability, ally, equipment, hero, or resource."	r		2								x		x		x			x					Item	Ring (2)					2	lightwardens_band	Hunt For Illidan		97	Dany Orizio	"We are keepers of the Light." - Ishanah, High Priestess of the Aldor	2828	1
7269	Leeroy Jenkins	Ally	Alliance	ARC	Archive	198	When Leeroy Jenkins enters play, exhaust all other allies in your party. They can't ready during your next ready step.; Say "Leeeerooooy Jenkins!" -> Leeroy has <b>Ferocity</b> this turn.	e		4		6	Melee	1	None												Human	Paladin								5	leeroy_jenkins	Heroes of Azeroth,Class Starter Deck 2011 (Fall),Archive (EA)	CDP3, CD3	97	Gabe	"Let's do this!"	1898	1
7268	Lay on Hands	Ability	Neutral	ARC	Archive	61	Your hero heals all damage from target hero or ally. Exhaust all of your resources. Skip your next turn.	r		1										x						Instant				Holy						1	lay_on_hands	Through the Dark Portal		97	William O'Connor	"Take all my strength into you and be whole once more!"	638	1
7267	Lady Vashj	Ally	Neutral	ARC	Archive	210	<b>Traitor Hero Required</b>; At the end of each turn, roll a die. Put that many Naga ally tokens with 1 Melee ATK / 1 health into play.	e		9		6	Melee	9	None												Naga			Unique	Traitor					2	lady_vashj	Servants of the Betrayer,Archive (EA)		97	John Polidora	"Victory to Lord Illidan!"	1888	1
7266	Lady Katrana Prestor	Ally	Neutral	ARC	Archive	209	<b>Traitor Hero Required</b>; 15 -> Remove all of your cards in all zones from the game and start an Onyxia Raid.	e		5		4	Fire	5	None												Black Dragon			Unique	Traitor					2	lady_katrana_prestor	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Ittoku Seta	"This world has enough heroes."	1887	1
7265	Jubilee Arcspark	Ally	Alliance	ARC	Archive	125	<b>Untargetable</b>;When Jubilee Arcspark is revealed from your deck by a quest, draw a card.	r		3		3	Arcane	3	None												Gnome	Mage								1	jubilee_arcspark	Fires of Outland		97	Dave Berggren	Jubilee has a knack for turning up in all the right places.	1796	1
7264	Jin'do's Evil Eye	Equipment	Neutral	ARC	Archive	264	At the start of each player's turn, the first opponent to that player's left names a card. That card can't be played this turn.	r		4							x			x	x		x							Item	Neck (1)					1	jindos_evil_eye	Through the Dark Portal		97	Drew Tucker	"Even when it is hidden away, I can feel its gaze upon me."	2797	1
7263	Invoke the Nether	Ability	Neutral	ARC	Archive	108	Remove all allies from the game.	r		6														x						Destruction						5	invoke_the_nether	March of the Legion,Class Starter Deck 2011 (Fall),March of the Legion (EA)	CD3	97	Brandon Kitkouski	"It all ends here." - Forang Deathrattle	618	1
7262	Insect Swarm	Ability	Neutral	ARC	Archive	30	<b>Balance Hero Required</b>; Attach to target hero or ally, and your hero deals 2 nature damage to it.; <b>Ongoing:</b> Attached character has -2 ATK.	r		1							x													Balance	Talent					2	insect_swarm	Hunt For Illidan,Hunt For Illidan (EA)		97	Ron Lemen	Annoying at first, deadly at last.	605	1
7261	Imp Mistress Noali	Ally	Horde	ARC	Archive	189	Your face-down resources are also Imp Demon allies with 1 ATK / 1 health.	r		6		4	Fire	4	None												Blood Elf	Warlock								2	imp_mistress_noali	March of the Legion		97	Lorenza Sperlonga	"I command you, my minions! Wash over the enemy like a sea of fire and burn them from this plane!"	1755	1
7260	Holy Shock	Ability	Neutral	ARC	Archive	61	<b>Holy Hero Required</b>; Prevent the next 4 damage that target friendly hero or ally would be dealt this turn.; Your hero deals 4 unpreventable holy damage to target opposing hero or ally.	r		3										x						Instant				Holy	Talent					5	holy_shock	Hunt For Illidan,Class Starter Deck 2011 (Spring),Hunt For Illidan (EA)	CD2	97	Bernie Kang		572	1
7259	Holy Nova	Ability	Neutral	ARC	Archive	70	<b>Holy Hero Required</b>; Your hero deals 1 unpreventable holy damage to each opposing hero and ally and heals 1 damage from each friendly hero and ally.	r		2											x					Instant				Holy	Talent					2	holy_nova	March of the Legion		97	Luca Zontini		570	1
7258	Greatsword of Horrid Dreams	Equipment	Neutral	ARC	Archive	283	As an ally enters play under an opponent's control, it loses and can't have powers until the start of that opponent's next turn.	r		4	4	1	Melee						x	x				x						1H Weapon	Melee (1)	Sword				2	greatsword_of_horrid_dreams	March of the Legion		97	Daarken		2739	1
7257	Fury	Ally	Neutral	ARC	Archive	38	<b>Ferocity</b>	r		5		5	Melee	3				x												Pet (1)	Cat					5	fury	Heroes of Azeroth,Class Starter Deck 2011 (Fall)	CD3	97	Todd McFarlane	A faint rustling of brush, a whirlwind of tooth and claw - and silence. Such is the fate of Fury's prey.	1629	1
7256	Faces from the Past	Ability	Neutral	ARC	Archive	68	Put any number of target ally cards from your graveyard into play if their combined cost is less than or equal to the number of resources you have.	r		7											x									Holy						2	faces_from_the_past	Hunt For Illidan		97	Lucas Graciano		405	1
7255	Evasion	Ability	Neutral	ARC	Archive	91	<b>Ongoing:</b> Prevent all combat damage that would be dealt to your hero.	r		6												x								Combat						2	evasion	Servants of the Betrayer		97	Paolo Parente	Even if you see a rogue, there's no guarantee your strikes will, too.	383	1
7254	Earth Shock	Ability	Neutral	ARC	Archive	76	Your hero deals 4 nature damage to target hero or ally. If you targeted a hero, you may interrupt an ability card played by its controller.	r		4													x			Instant				Elemental						4	earth_shock	Fires of Outland,Class Starter Deck 2010,Fires of Outland (EA)	CD1	97	Kevin Chin	Concussion beats concentration.	347	1
7253	Earth Elemental Totem	Ability	Neutral	ARC	Archive	92	<b>Totem</b> <i>(Can be attacked or targeted like an ally.)</i>; Put an Earth Elemental ally token with 2 ATK, 2 health, and <b>protector</b> into play.; <b>Ongoing</b>	r		2				1									x			Instant				Earth Totem (1)	Enhancement					1	earth_elemental_totem	Through the Dark Portal		97	Kunkka	"I have conscripted the very land to fight."	344	1
7252	Dread Infernal	Ally	Neutral	ARC	Archive	111	When Dread Infernal enters or leaves play, he deals 1 fire damage to each opposing hero and ally.	r		5		5	Fire	5										x			Demon			Pet (1)	Infernal					5	dread_infernal	Servants of the Betrayer,Class Starter Deck 2011 (Spring)	CD2	97	Ralph Horsley	"When the smoke cleared, I wished it hadn't." - Warden Stormclaw	1546	1
7251	Doomwalker	Ally	Neutral	ARC	Archive	199	When an opposing ability, ally, or equipment becomes exhausted, destroy it.	e		11		11	Melee	11	None															Unique	Mechanical					2	doomwalker	Hunt For Illidan		97	Mike Sutfin	"Do not proceed. You will be eliminated."	1538	1
7250	Deafening Shout	Ability	Neutral	ARC	Archive	120	<b>Ongoing:</b> Opposing allies have -3 ATK / -3 health.	r		7															x					Shout	Fury					2	deafening_shout	Servants of the Betrayer,Archive (EA)		97	Tyler Walpole	The strong lay down only their weapons. The weak lay down their lives.	260	1
7249	Counterspell	Ability	Neutral	ARC	Archive	51	Interrupt target ability card.	r		2									x							Instant				Arcane						5	counterspell	Heroes of Azeroth,Assault on Icecrown Citadel,Class Starter Deck 2010,Archive (EA),Class Starter Deck 2011 (Spring)	CD1, CD2	97	Mauro Cascioli	"No voodoo for you, mon." - Ta'zo	211	1
7248	Champion Zosimuus	Ally	Alliance	ARC	Archive	143	When a Holy ally in your party is dealt damage, it deals 2 holy damage to the source of that damage.	r		4		2	Holy	5	None												Draenei	Paladin								2	champion_zosimuus	March of the Legion		97	Michael Komarck	"Retribution is swift upon the enemies of the Light."	1450	1
7247	Blessing of Wisdom	Ability	Neutral	ARC	Archive	64	Attach to target hero or ally.; <b>Ongoing:</b> Attached character has "[Exhaust] -> Draw a card."	r		5										x						Instant				Holy	Blessing					4	blessing_of_wisdom	Heroes of Azeroth,Class Starter Deck 2010	CD1	97	Dave Allsop		113	1
7246	Battlemage Vyara	Ally	Neutral	ARC	Archive	187	<b>Scryer Reputation</b>; You may exhaust Vyara rather than pay the cost of an ability with cost 7 or less, or a weapon's strike cost of 7 or less.	r		7		6	Melee	6	None												Blood Elf			Unique	Battlemage					2	battlemage_vyara	Hunt For Illidan,Hunt For Illidan (EA)		97	rk post	"The survival of the Scryers hinges on outrecruiting Kael'thas."	1369	1
7245	Barkskin	Ability	Neutral	ARC	Archive	19	<b>Ongoing:</b> Your ability, ally, and equipment cards can't be interrupted.	r		1							x									Instant				Balance						2	barkskin	March of the Legion		97	Mark Gibbons		68	1
7244	Band of the Inevitable	Equipment	Neutral	ARC	Archive	218	X, Destroy Band of the Inevitable -> Destroy each equipment with cost X or less. Use only on your turn.	r		2							x			x			x							Item	Ring (2)					2	band_of_the_inevitable	Hunt For Illidan,Hunt For Illidan (EA)		97	Hugh Jamieson	Inexorable, unavoidable, inescapable&hellip;	2532	1
7243	Azaloth	Ally	Neutral	ARC	Archive	197	When Azaloth enters play, choose an opponent.; That opponent puts five Warlock ally tokens with 0 Shadow ATK / 5 health into play.; Azaloth can't attack while any of those tokens are in play.	e		12		50	Melee	50	None												Demon			Unique	Pit Lord					2	azaloth	Hunt For Illidan		97	Alex Horley	"Find a way to let him loose on his captors." - Exarch Onaala	1345	1
7242	ALAMO	Ally	Horde	ARC	Archive	156	OK, LISSEN, UDDER FRENDLY DURIDS HAF +1 FITE / +1 HEELTH. ; <i>(Alamo is a Druid. Other friendly Druids have +1 ATK / +1 health.)</i>	r		3		3	Melee	3	None												Tauren	Druid								3	alamo	Drums Of War		97	James Zhang	CAT DURID IS 4 FITE!	1277	1
7241	Adrenaline Rush	Ability	Neutral	ARC	Archive	79	<b>Combat Hero Required</b>; Ready all of your resources. Draw cards until you reach your maximum hand size. At end of turn, discard your hand.	r		7												x								Combat	Talent					5	adrenaline_rush	March of the Legion,Class Starter Deck 2011 (Spring)	CD2	97	Ron Spencer	"Let'sget'em! Whatarewewaitingfor? Gogogo!"	8	1
7240	A Taste of Divinity	Ability	Neutral	ARC	Archive	50	Your hero deals 2 unpreventable holy damage to target ally. If that ally doesn't have fatal damage, put A Taste of Divinity into its owner's hand.	r		1											x									Holy						3	a_taste_of_divinity	Fields of Honor		97	Peter Mohrbacher		5	1
7239	A'dal	Ally	Neutral	ARC	Archive	246	Prevent all damage that would be dealt.	e		10		0	Holy	10	None												Naaru			Unique						2	adal	March of the Legion,Archive (EA)		97	Scott Altmann	(You are safe here.)	1263	1
7352	Victimize	Ability	Neutral	ARC	Archive	90	Target player discards two cards and you draw two cards.	c		5												x		x						Subtlety	Affliction					3	victimize	Blood Of Gladiators		97	Scott Altmann		1211	1
7353	Waz'luk	Ally	Horde	ARC	Archive	242	When Waz'luk enters play, he deals 1 fire damage to target hero.	c		1		2	Fire	1	None												Troll	Mage								6	wazluk	Through the Dark Portal,Class Starter Deck 2010,Archive (EA),Class Starter Deck 2011 (Spring),Class Starter Deck 2011 (Fall),Champion Decks	CD1, CD2, CD3	97	Paolo Parente	He makes quite a first impression.	2438	1
7354	Weeble	Ally	Alliance	ARC	Archive	170	<b>Protector</b>; When Weeble enters play, draw two cards.	c		6		4	Melee	4	None												Gnome	Warrior								2	weeble	March of the Legion,Archive (EA)		97	Alex Horley	Many foes have fallen to Weeble's wrath.	2441	1
7355	Wrath	Ability	Neutral	ARC	Archive	30	Your hero deals 3 nature damage to target hero or ally.	c		2							x													Balance						5	wrath	Through the Dark Portal,Worldbreaker,Class Starter Deck 2011 (Spring),Class Starter Deck 2011 (Fall),Class Starter Deck 2010	CD1, CD2, CD3	97	Greg Staples	Nature's fury is awesome to behold.	1252	1
7356	Abyss Walker's Boots	Equipment	Neutral	ARC	Archive	255	[Exhaust] -> Remove target card in a graveyard from the game.	u	1	2									x		x			x						Armor	Feet (1)	Cloth				2	abyss_walkers_boots	March of the Legion		97	Steven Belledin		2495	1
7357	Annihilator	Equipment	Neutral	ARC	Archive	312	Combat damage dealt by your hero with Annihilator can't be prevented.	u		2	2	3	Melee					x		x			x		x					1H Weapon	Melee (1)	Axe				4	annihilator	Heroes of Azeroth,Class Starter Deck 2010	CD1	97	Milivoj Ceran		2508	1
7358	Antikron the Unyielding	Ally	Alliance	ARC	Archive	130	<b>Protector</b>; Put 2 damage on your hero -> Prevent all combat damage that would be dealt to Antikron this combat. Use only if he's defending.	u		1		1	Holy	1	None												Draenei	Paladin								2	antikron_the_unyielding	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Alex Horley		1306	1
7359	Arcanite Dragonling	Equipment	Neutral	ARC	Archive	216	1 -> Arcanite Dragonling is also an ally with 2 [Melee] ATK / 2 health and <b>Protector</b> this turn.	u		1							x	x	x	x	x	x	x	x	x					Item	Trinket (2)					3	arcanite_dragonling	Drums Of War		97	Alan Pollack	The next best thing to an Onyxian Whelp	2511	1
7360	Bolton	Ally	Neutral	ARC	Archive	27	<b>Long-Range</b> <i>(Defenders deal no combat damage to this character.)</i>	u		1		2	Nature	1				x									Wind Serpent			Pet (1)						3	bolton	Blood Of Gladiators		97	James Ryman		1402	1
7361	Bonefist Gauntlets	Equipment	Neutral	ARC	Archive	154	[Exhaust] -> You pay 2 less the next time you strike with a weapon this turn.	u	2	2						x				x					x					Armor	Hands (1)	Plate				4	bonefist_gauntlets	Fields of Honor,Class Starter Deck 2010	CD1	97	Paolo Parente		2580	1
7362	Brelnor Mindbender	Ally	Alliance	ARC	Archive	115	When Brelnor enters play, gain control of target ally while Brelnor remains in your party.	u		6		4	Shadow	3	None												Dwarf	Priest								3	brelnor_mindbender	Drums Of War		97	Justin Sweet	"Yer powers are weak!"	1416	1
7363	Brok Bloodcaller	Ally	Horde	ARC	Archive	148	<b>Ferocity</b>; At the end of your turn, destroy Brok if he's undamaged.	u		4		4	Ranged	4	None												Orc	Warrior								2	brok_bloodcaller	Hunt For Illidan,Hunt For Illidan (EA)		97	Eric Browning	"The time between fights is the time to find a fight."	1422	1
7364	Carnage	Ability	Neutral	ARC	Archive	55	Destroy each opposing ally with cost 4 or less.	u		5												x								Combo	Assassination					5	carnage	Fields of Honor,Class Starter Deck 2011 (Spring)	CD2	97	Peet Cooper		155	1
7365	Crackling Purge	Ability	Neutral	ARC	Archive	85	Destroy target ability. If it wasn't attached to a friendly hero or ally, your hero may deal nature damage to its controller's hero equal to its cost.	u		1													x							Elemental						2	crackling_purge	Hunt For Illidan,Archive (EA)		97	Jonboy Meyers	"To be honest, that wasn't quite what I had in mind." - "Black Ice" Fizzlefreeze	216	1
7366	Deathblow	Ability	Neutral	ARC	Archive	59	<b>Finishing Move</b> <i>(To play, remove X Combo cards in your graveyard from the game, where X is 5 or less.)</i>	u		1												x				Instant				Combo	Assassination					3	deathblow	Drums Of War		97	James Zhang		270	1
7367	Devil-Stitched Leggings	Equipment	Neutral	ARC	Archive	259	3, Exhaust your hero -> Target hero or ally has -3 health this turn.	u	1	3									x		x			x						Armor	Legs (1)	Cloth				2	devil_stiched_leggings	March of the Legion,March of the Legion (EA)		97			2641	1
7368	Dispel Magic	Ability	Neutral	ARC	Archive	77	Destroy target ability.	u		1											x					Instant				Discipline						5	dispel_magic	Heroes of Azeroth,Class Starter Deck 2010,Class Starter Deck 2011 (Spring)	CD1, CD2	97	Rebecca Guay	A fool and her blessings are soon parted.	310	1
